,MEMBER_NO,clusters
23252,10647,1.0
23253,36050,4.0
23254,22813,1.0
23255,5414,1.0
23256,41672,4.0
23257,3960,0.0
23258,4974,4.0
23259,61010,0.0
23260,18342,1.0
23261,51947,0.0
23262,60154,0.0
23263,2868,0.0
23264,12498,1.0
23265,29833,5.0
23266,28618,0.0
23267,60976,1.0
23268,20264,0.0
23269,8424,4.0
23270,7030,3.0
23271,36006,1.0
23272,24251,1.0
23273,29358,0.0
23274,55282,0.0
23275,35761,0.0
23276,32985,1.0
23277,4250,0.0
23278,11902,1.0
23279,58903,1.0
23280,56622,0.0
23281,3447,1.0
23282,37973,0.0
23283,6195,1.0
23284,6093,0.0
23285,17946,1.0
23286,25801,0.0
23287,3452,0.0
23288,41110,4.0
23289,57834,0.0
23290,42485,1.0
23291,19029,0.0
23292,16831,0.0
23293,26683,1.0
23294,19489,1.0
23295,54578,1.0
23296,36103,1.0
23297,45314,0.0
23298,29140,1.0
23299,4259,0.0
23300,13515,0.0
23301,41234,3.0
23302,61791,1.0
23303,13922,3.0
23304,37569,1.0
23305,40687,0.0
23306,9301,0.0
23307,32620,1.0
23308,23815,0.0
23309,37053,1.0
23310,15101,1.0
23311,5306,1.0
23312,59661,0.0
23313,44893,1.0
23314,47293,1.0
23315,31634,0.0
23316,20505,0.0
23317,6623,1.0
23318,13489,0.0
23319,8333,1.0
23320,59109,4.0
23321,1312,1.0
23322,50319,0.0
23323,61606,4.0
23324,41293,0.0
23325,7707,4.0
23326,8812,0.0
23327,56101,0.0
23328,58250,0.0
23329,24685,5.0
23330,59057,0.0
23331,36923,1.0
23332,47007,0.0
23333,11106,1.0
23334,42048,0.0
23335,4865,1.0
23336,7591,0.0
23337,55400,3.0
23338,4406,1.0
23339,23667,4.0
23340,14722,0.0
23341,62908,0.0
23342,14135,1.0
23343,38141,0.0
23344,40949,0.0
23345,40671,1.0
23346,20857,1.0
23347,40024,0.0
23348,60816,0.0
23349,20293,0.0
23350,40886,5.0
23351,48989,1.0
23352,52728,0.0
23353,3234,1.0
23354,25264,1.0
23355,50776,1.0
23356,60295,0.0
23357,28992,1.0
23358,44470,1.0
23359,14890,1.0
23360,51997,0.0
23361,727,0.0
23362,61196,3.0
23363,9656,0.0
23364,53299,1.0
23365,51077,0.0
23366,40845,1.0
23367,55801,0.0
23368,14779,0.0
23369,45010,3.0
23370,25847,0.0
23371,35590,0.0
23372,16490,0.0
23373,18947,0.0
23374,25698,0.0
23375,24721,3.0
23376,44639,0.0
23377,38255,0.0
23378,19790,4.0
23379,30584,0.0
23380,48905,0.0
23381,31101,1.0
23382,24292,0.0
23383,41215,1.0
23384,55025,0.0
23385,24854,0.0
23386,48214,3.0
23387,1740,0.0
23388,50290,0.0
23389,4662,0.0
23390,16254,1.0
23391,44081,0.0
23392,31211,1.0
23393,10613,1.0
23394,44260,0.0
23395,50621,0.0
23396,6336,3.0
23397,42264,0.0
23398,15687,0.0
23399,34340,3.0
23400,47270,0.0
23401,43885,0.0
23402,7019,1.0
23403,53285,0.0
23404,24349,0.0
23405,28850,0.0
23406,2421,0.0
23407,27252,1.0
23408,33471,4.0
23409,32529,0.0
23410,32716,1.0
23411,61927,0.0
23412,33067,1.0
23413,21153,3.0
23414,46034,1.0
23415,5526,1.0
23416,18337,1.0
23417,33158,0.0
23418,43124,4.0
23419,4420,3.0
23420,47623,0.0
23421,21339,0.0
23422,12420,0.0
23423,47773,1.0
23424,9734,5.0
23425,22027,5.0
23426,55481,3.0
23427,52142,1.0
23428,3521,1.0
23429,40484,1.0
23430,34181,1.0
23431,18256,1.0
23432,51873,0.0
23433,1571,4.0
23434,32681,1.0
23435,8202,1.0
23436,32173,5.0
23437,56279,1.0
23438,52670,5.0
23439,45884,0.0
23440,50606,4.0
23441,38527,1.0
23442,10811,5.0
23443,14802,0.0
23444,50481,0.0
23445,27564,1.0
23446,47001,1.0
23447,7387,0.0
23448,3834,0.0
23449,60123,0.0
23450,39450,0.0
23451,33127,1.0
23452,19573,4.0
23453,22123,1.0
23454,42135,0.0
23455,45612,1.0
23456,7072,1.0
23457,19769,0.0
23458,43080,0.0
23459,58970,0.0
23460,33169,0.0
23461,29863,0.0
23462,16469,1.0
23463,59442,0.0
23464,22614,3.0
23465,53760,0.0
23466,5084,1.0
23467,50223,0.0
23468,58791,0.0
23469,42789,0.0
23470,14188,0.0
23471,51796,1.0
23472,15129,1.0
23473,57242,1.0
23474,21817,1.0
23475,19324,0.0
23476,54947,0.0
23477,22550,1.0
23478,54660,1.0
23479,41873,1.0
23480,2923,0.0
23481,12492,0.0
23482,56422,0.0
23483,22460,0.0
23484,42503,1.0
23485,32759,0.0
23486,27849,4.0
23487,265,5.0
23488,8165,0.0
23489,46407,1.0
23490,61519,1.0
23491,59936,0.0
23492,8266,3.0
23493,54804,1.0
23494,58214,0.0
23495,48709,0.0
23496,59742,0.0
23497,13962,0.0
23498,38618,0.0
23499,16852,1.0
23500,2252,1.0
23501,61565,0.0
23502,48728,1.0
23503,34321,3.0
23504,48304,1.0
23505,30085,0.0
23506,4042,0.0
23507,7480,0.0
23508,62817,4.0
23509,42470,1.0
23510,43761,0.0
23511,19461,1.0
23512,60974,1.0
23513,12969,1.0
23514,24991,3.0
23515,17976,1.0
23516,20740,3.0
23517,44596,0.0
23518,33643,0.0
23519,62167,0.0
23520,14284,0.0
23521,7788,0.0
23522,54409,0.0
23523,51027,5.0
23524,25086,0.0
23525,10020,0.0
23526,48229,0.0
23527,12846,0.0
23528,26767,0.0
23529,51691,0.0
23530,40311,1.0
23531,43315,4.0
23532,47707,0.0
23533,42901,3.0
23534,25577,1.0
23535,58969,0.0
23536,57063,1.0
23537,41647,5.0
23538,50089,5.0
23539,15297,1.0
23540,10938,3.0
23541,39163,0.0
23542,60086,3.0
23543,2708,1.0
23544,15503,0.0
23545,19221,0.0
23546,47988,1.0
23547,1756,1.0
23548,24424,0.0
23549,35729,0.0
23550,37288,1.0
23551,39996,0.0
23552,32194,1.0
23553,10502,1.0
23554,36677,0.0
23555,11501,0.0
23556,46110,0.0
23557,41303,0.0
23558,54782,1.0
23559,12704,0.0
23560,2347,0.0
23561,56889,0.0
23562,49580,0.0
23563,52086,4.0
23564,48916,1.0
23565,39446,0.0
23566,33905,1.0
23567,35242,0.0
23568,3108,0.0
23569,36109,3.0
23570,55839,0.0
23571,6957,1.0
23572,30975,0.0
23573,15308,3.0
23574,45388,0.0
23575,1070,0.0
23576,60130,0.0
23577,56274,0.0
23578,52025,0.0
23579,51674,0.0
23580,26027,3.0
23581,44387,0.0
23582,5528,4.0
23583,45936,1.0
23584,45022,3.0
23585,6573,3.0
23586,57226,1.0
23587,2752,1.0
23588,31646,0.0
23589,62195,3.0
23590,32357,1.0
23591,19445,0.0
23592,33107,0.0
23593,28466,3.0
23594,51173,0.0
23595,46886,1.0
23596,559,1.0
23597,52737,0.0
23598,10069,1.0
23599,7739,1.0
23600,4434,1.0
23601,40537,0.0
23602,5781,0.0
23603,40196,1.0
23604,55747,0.0
23605,28009,1.0
23606,48592,0.0
23607,11783,1.0
23608,42251,4.0
23609,17852,1.0
23610,46518,0.0
23611,40728,5.0
23612,15360,0.0
23613,6275,3.0
23614,5448,1.0
23615,33455,0.0
23616,7811,1.0
23617,6484,0.0
23618,33253,1.0
23619,11431,1.0
23620,45226,0.0
23621,1504,1.0
23622,36945,1.0
23623,15675,0.0
23624,23506,0.0
23625,16905,0.0
23626,34925,0.0
23627,16558,0.0
23628,61752,0.0
23629,45797,0.0
23630,9968,0.0
23631,48625,0.0
23632,57830,3.0
23633,62975,3.0
23634,40145,1.0
23635,22056,1.0
23636,31539,4.0
23637,32771,1.0
23638,4189,0.0
23639,27946,2.0
23640,10776,1.0
23641,28551,0.0
23642,46760,1.0
23643,9293,0.0
23644,42885,0.0
23645,18364,0.0
23646,43532,1.0
23647,45665,0.0
23648,42410,4.0
23649,42974,0.0
23650,37902,0.0
23651,44024,0.0
23652,25117,1.0
23653,4861,3.0
23654,52964,0.0
23655,13484,1.0
23656,34946,3.0
23657,4378,4.0
23658,59964,0.0
23659,42853,1.0
23660,5804,0.0
23661,54067,0.0
23662,33836,0.0
23663,50670,1.0
23664,26009,0.0
23665,57761,1.0
23666,34460,3.0
23667,29759,3.0
23668,38662,0.0
23669,41757,0.0
23670,59271,0.0
23671,11289,0.0
23672,61605,5.0
23673,835,1.0
23674,50281,3.0
23675,21292,0.0
23676,37162,1.0
23677,16411,1.0
23678,56841,0.0
23679,62781,0.0
23680,8348,0.0
23681,2203,0.0
23682,14945,0.0
23683,30669,0.0
23684,19880,0.0
23685,9748,0.0
23686,11743,0.0
23687,38198,1.0
23688,21821,1.0
23689,855,0.0
23690,5222,0.0
23691,60647,1.0
23692,8084,1.0
23693,62692,3.0
23694,60602,0.0
23695,30415,0.0
23696,18695,0.0
23697,61102,1.0
23698,52128,0.0
23699,53307,0.0
23700,17326,0.0
23701,50306,0.0
23702,25611,3.0
23703,2675,0.0
23704,59671,1.0
23705,28768,0.0
23706,42128,0.0
23707,18053,0.0
23708,60216,3.0
23709,31937,0.0
23710,47870,0.0
23711,18383,0.0
23712,22998,0.0
23713,44615,4.0
23714,2468,0.0
23715,8474,4.0
23716,32750,0.0
23717,62172,1.0
23718,54916,1.0
23719,56656,1.0
23720,59848,0.0
23721,45878,1.0
23722,23010,1.0
23723,22140,0.0
23724,62300,0.0
23725,21606,0.0
23726,30209,0.0
23727,56530,0.0
23728,5175,0.0
23729,58249,1.0
23730,1339,1.0
23731,16090,0.0
23732,61599,0.0
23733,23551,0.0
23734,1921,1.0
23735,3137,0.0
23736,42788,0.0
23737,25220,0.0
23738,26969,0.0
23739,23594,0.0
23740,10145,3.0
23741,19449,0.0
23742,7314,1.0
23743,13410,1.0
23744,48491,3.0
23745,62169,4.0
23746,22467,0.0
23747,51331,0.0
23748,42856,1.0
23749,56603,0.0
23750,17840,1.0
23751,35646,0.0
23752,22906,0.0
23753,27491,0.0
23754,204,0.0
23755,51646,0.0
23756,44181,1.0
23757,56442,3.0
23758,59675,0.0
23759,1971,5.0
23760,10300,5.0
23761,30571,0.0
23762,12409,0.0
23763,44767,0.0
23764,33426,1.0
23765,9210,0.0
23766,2053,1.0
23767,55896,3.0
23768,56610,0.0
23769,62790,0.0
23770,112,0.0
23771,6828,3.0
23772,14418,0.0
23773,9551,0.0
23774,58835,0.0
23775,35796,0.0
23776,28640,1.0
23777,14741,3.0
23778,8291,1.0
23779,12321,0.0
23780,27315,0.0
23781,6085,0.0
23782,43093,0.0
23783,16305,0.0
23784,25802,0.0
23785,61641,4.0
23786,23917,0.0
23787,47363,0.0
23788,48349,0.0
23789,51234,1.0
23790,38587,0.0
23791,17036,4.0
23792,3923,0.0
23793,52712,0.0
23794,39042,0.0
23795,62442,0.0
23796,23002,0.0
23797,16375,0.0
23798,38491,0.0
23799,9449,0.0
23800,51091,0.0
23801,59250,0.0
23802,60456,1.0
23803,60062,4.0
23804,10240,1.0
23805,28729,1.0
23806,16644,1.0
23807,20479,0.0
23808,44722,1.0
23809,28825,1.0
23810,48869,1.0
23811,19064,5.0
23812,42213,1.0
23813,41233,1.0
23814,14896,4.0
23815,38985,0.0
23816,41904,1.0
23817,26464,0.0
23818,58240,0.0
23819,19797,0.0
23820,52149,1.0
23821,40089,0.0
23822,47204,0.0
23823,16125,0.0
23824,8666,0.0
23825,45186,5.0
23826,10504,0.0
23827,22146,4.0
23828,32143,0.0
23829,37688,0.0
23830,26598,0.0
23831,56322,4.0
23832,22301,1.0
23833,24047,3.0
23834,22814,1.0
23835,963,0.0
23836,60446,0.0
23837,21185,1.0
23838,62803,0.0
23839,61897,1.0
23840,41000,0.0
23841,48900,3.0
23842,25502,0.0
23843,858,1.0
23844,42108,5.0
23845,33547,0.0
23846,7710,0.0
23847,59032,3.0
23848,8154,0.0
23849,50378,1.0
23850,31555,0.0
23851,41482,3.0
23852,40560,0.0
23853,2934,0.0
23854,56460,0.0
23855,56360,0.0
23856,18110,1.0
23857,55479,1.0
23858,52660,0.0
23859,43729,1.0
23860,22878,1.0
23861,5502,0.0
23862,61709,0.0
23863,23575,4.0
23864,26485,3.0
23865,13359,1.0
23866,13506,3.0
23867,42747,1.0
23868,15091,5.0
23869,58841,0.0
23870,57308,4.0
23871,48757,3.0
23872,30685,5.0
23873,9758,5.0
23874,56280,0.0
23875,52047,1.0
23876,48729,0.0
23877,8376,3.0
23878,13307,3.0
23879,55645,0.0
23880,32633,1.0
23881,62515,1.0
23882,34956,0.0
23883,39084,0.0
23884,57858,0.0
23885,32756,3.0
23886,46617,1.0
23887,58377,0.0
23888,33097,0.0
23889,7492,5.0
23890,11561,4.0
23891,59514,0.0
23892,6904,1.0
23893,34729,0.0
23894,24178,1.0
23895,53203,0.0
23896,37488,3.0
23897,29758,0.0
23898,55183,0.0
23899,34079,5.0
23900,31600,0.0
23901,38768,1.0
23902,50046,0.0
23903,58183,0.0
23904,31761,0.0
23905,9121,0.0
23906,45803,0.0
23907,1952,3.0
23908,34205,0.0
23909,42043,1.0
23910,1170,0.0
23911,52931,0.0
23912,54184,0.0
23913,53261,0.0
23914,34035,0.0
23915,34060,0.0
23916,30795,1.0
23917,367,0.0
23918,7098,1.0
23919,25437,1.0
23920,516,0.0
23921,48005,1.0
23922,20501,1.0
23923,5316,1.0
23924,7289,1.0
23925,49904,1.0
23926,62544,5.0
23927,58608,1.0
23928,53886,0.0
23929,54133,0.0
23930,11389,0.0
23931,43280,0.0
23932,49550,1.0
23933,59950,0.0
23934,1096,1.0
23935,43303,0.0
23936,30100,0.0
23937,48936,0.0
23938,32644,0.0
23939,37107,0.0
23940,19813,0.0
23941,29663,0.0
23942,43531,0.0
23943,6830,1.0
23944,31313,1.0
23945,25247,0.0
23946,42952,0.0
23947,47915,0.0
23948,25730,1.0
23949,32701,0.0
23950,13912,1.0
23951,10856,0.0
23952,3127,4.0
23953,21138,4.0
23954,48595,4.0
23955,5282,5.0
23956,32735,0.0
23957,22636,1.0
23958,44522,3.0
23959,44093,0.0
23960,5061,0.0
23961,43386,4.0
23962,25334,1.0
23963,58890,0.0
23964,27193,4.0
23965,44227,5.0
23966,49784,3.0
23967,46399,0.0
23968,14567,1.0
23969,30585,4.0
23970,15573,1.0
23971,20840,5.0
23972,53631,1.0
23973,3156,1.0
23974,31375,1.0
23975,62312,4.0
23976,31011,0.0
23977,59918,0.0
23978,17049,5.0
23979,62334,0.0
23980,2139,4.0
23981,23578,0.0
23982,12066,3.0
23983,47904,3.0
23984,37489,1.0
23985,9242,3.0
23986,7669,1.0
23987,9487,4.0
23988,39861,1.0
23989,58054,1.0
23990,12666,1.0
23991,1392,0.0
23992,31561,3.0
23993,42869,0.0
23994,50298,3.0
23995,29427,3.0
23996,12070,3.0
23997,6341,0.0
23998,6217,0.0
23999,10350,0.0
24000,62217,0.0
24001,53035,0.0
24002,56334,1.0
24003,38490,1.0
24004,36256,0.0
24005,30877,0.0
24006,57393,0.0
24007,1083,0.0
24008,44875,1.0
24009,5747,1.0
24010,25726,1.0
24011,61724,0.0
24012,25537,0.0
24013,44027,0.0
24014,44220,0.0
24015,48088,0.0
24016,5967,1.0
24017,7208,0.0
24018,48504,1.0
24019,11403,1.0
24020,18041,0.0
24021,929,0.0
24022,53905,1.0
24023,7512,3.0
24024,51229,0.0
24025,26496,3.0
24026,10312,1.0
24027,20887,0.0
24028,22070,0.0
24029,44161,0.0
24030,8540,0.0
24031,26401,0.0
24032,8903,0.0
24033,15516,0.0
24034,31729,0.0
24035,39637,1.0
24036,28827,0.0
24037,33186,1.0
24038,8586,1.0
24039,50869,0.0
24040,21861,0.0
24041,25192,0.0
24042,15800,1.0
24043,3627,0.0
24044,2920,0.0
24045,17910,0.0
24046,56114,0.0
24047,12380,0.0
24048,26974,0.0
24049,58634,0.0
24050,59512,3.0
24051,6247,2.0
24052,20419,0.0
24053,2321,0.0
24054,13795,1.0
24055,60277,0.0
24056,20376,4.0
24057,20830,0.0
24058,52178,1.0
24059,58292,0.0
24060,57141,3.0
24061,39881,4.0
24062,14318,0.0
24063,38029,3.0
24064,13317,0.0
24065,38634,0.0
24066,48594,1.0
24067,19328,0.0
24068,32468,3.0
24069,58337,0.0
24070,4277,1.0
24071,58341,1.0
24072,33407,1.0
24073,15656,1.0
24074,9884,0.0
24075,41831,0.0
24076,7297,0.0
24077,51049,0.0
24078,47756,0.0
24079,12564,3.0
24080,30097,4.0
24081,52205,0.0
24082,8242,3.0
24083,48407,1.0
24084,7250,0.0
24085,56389,1.0
24086,52418,1.0
24087,1235,1.0
24088,32326,1.0
24089,4070,0.0
24090,22325,1.0
24091,23922,0.0
24092,47725,0.0
24093,61035,1.0
24094,62677,1.0
24095,44870,0.0
24096,4709,0.0
24097,32456,1.0
24098,59857,0.0
24099,60659,4.0
24100,44474,1.0
24101,41438,0.0
24102,34840,2.0
24103,23056,0.0
24104,2414,0.0
24105,29178,3.0
24106,40406,1.0
24107,22318,5.0
24108,39721,0.0
24109,36001,4.0
24110,24242,1.0
24111,21223,4.0
24112,40488,0.0
24113,47847,1.0
24114,6567,1.0
24115,29380,0.0
24116,21785,0.0
24117,47823,3.0
24118,11072,0.0
24119,37057,0.0
24120,18986,1.0
24121,45983,3.0
24122,8728,0.0
24123,26382,0.0
24124,6568,0.0
24125,57423,0.0
24126,53338,0.0
24127,16278,0.0
24128,45445,0.0
24129,32662,1.0
24130,45786,3.0
24131,31968,0.0
24132,18761,0.0
24133,38179,1.0
24134,21873,0.0
24135,1252,1.0
24136,36990,0.0
24137,30740,1.0
24138,3378,0.0
24139,52354,0.0
24140,51183,3.0
24141,34727,0.0
24142,3654,4.0
24143,50727,0.0
24144,15779,0.0
24145,15228,0.0
24146,42639,1.0
24147,19595,0.0
24148,5265,0.0
24149,22577,1.0
24150,34401,0.0
24151,50372,0.0
24152,45329,0.0
24153,37539,0.0
24154,48702,5.0
24155,18537,1.0
24156,22608,5.0
24157,2387,0.0
24158,41337,0.0
24159,16885,0.0
24160,37419,0.0
24161,26255,1.0
24162,60945,0.0
24163,15375,5.0
24164,7635,0.0
24165,54900,0.0
24166,52548,0.0
24167,4034,0.0
24168,34106,0.0
24169,45160,1.0
24170,29774,1.0
24171,23311,5.0
24172,21447,1.0
24173,41542,0.0
24174,6735,1.0
24175,55648,0.0
24176,17950,4.0
24177,59791,5.0
24178,45611,3.0
24179,31377,3.0
24180,17802,0.0
24181,23671,1.0
24182,18016,3.0
24183,49729,0.0
24184,62859,0.0
24185,36349,1.0
24186,58538,5.0
24187,5824,0.0
24188,18126,1.0
24189,38504,0.0
24190,6742,0.0
24191,56916,0.0
24192,47647,0.0
24193,53766,0.0
24194,6920,0.0
24195,8377,0.0
24196,20982,0.0
24197,44490,3.0
24198,30595,0.0
24199,14685,0.0
24200,57653,0.0
24201,38163,0.0
24202,54621,0.0
24203,58771,0.0
24204,14155,0.0
24205,34430,5.0
24206,52394,0.0
24207,51330,0.0
24208,58992,0.0
24209,19152,1.0
24210,53768,1.0
24211,60735,4.0
24212,3781,1.0
24213,43168,1.0
24214,8766,1.0
24215,42469,0.0
24216,45177,0.0
24217,62106,0.0
24218,24301,3.0
24219,29970,0.0
24220,17754,0.0
24221,62750,0.0
24222,61371,1.0
24223,33529,3.0
24224,1349,3.0
24225,16539,4.0
24226,25843,0.0
24227,49449,5.0
24228,33907,1.0
24229,44033,0.0
24230,35613,1.0
24231,41992,0.0
24232,41983,0.0
24233,38152,0.0
24234,13689,1.0
24235,21705,0.0
24236,60594,0.0
24237,17625,0.0
24238,28420,4.0
24239,54479,0.0
24240,7339,0.0
24241,62785,1.0
24242,10319,0.0
24243,57375,1.0
24244,31145,1.0
24245,26613,0.0
24246,12268,0.0
24247,51797,1.0
24248,17096,1.0
24249,30808,0.0
24250,59629,4.0
24251,20380,0.0
24252,60606,5.0
24253,33893,0.0
24254,54417,3.0
24255,55803,1.0
24256,17567,4.0
24257,24610,0.0
24258,27271,0.0
24259,62436,3.0
24260,46471,1.0
24261,36195,1.0
24262,8616,1.0
24263,37562,0.0
24264,32363,1.0
24265,26136,0.0
24266,684,0.0
24267,29558,1.0
24268,10398,0.0
24269,29161,1.0
24270,36231,0.0
24271,23923,4.0
24272,39214,1.0
24273,47149,0.0
24274,15801,1.0
24275,12334,0.0
24276,8451,1.0
24277,29665,0.0
24278,55408,0.0
24279,54617,1.0
24280,20481,0.0
24281,26595,1.0
24282,26685,0.0
24283,50702,0.0
24284,10702,0.0
24285,2726,0.0
24286,5193,1.0
24287,14634,4.0
24288,31475,0.0
24289,25477,0.0
24290,14851,3.0
24291,50226,0.0
24292,12850,0.0
24293,41585,3.0
24294,20802,4.0
24295,2439,0.0
24296,15443,0.0
24297,24797,3.0
24298,4525,0.0
24299,40457,0.0
24300,21355,0.0
24301,53667,1.0
24302,51109,1.0
24303,56923,0.0
24304,33524,1.0
24305,3107,0.0
24306,51065,4.0
24307,2795,3.0
24308,47564,4.0
24309,1187,1.0
24310,21455,0.0
24311,4947,0.0
24312,24065,0.0
24313,33531,3.0
24314,61164,1.0
24315,37543,4.0
24316,42083,3.0
24317,15664,0.0
24318,37811,0.0
24319,21592,1.0
24320,61087,1.0
24321,22486,3.0
24322,36647,0.0
24323,46775,0.0
24324,60785,5.0
24325,60488,0.0
24326,23975,1.0
24327,30013,0.0
24328,28625,1.0
24329,14133,0.0
24330,57372,0.0
24331,52426,0.0
24332,53238,0.0
24333,17008,0.0
24334,44241,1.0
24335,17465,4.0
24336,33053,3.0
24337,23476,0.0
24338,15523,3.0
24339,40906,0.0
24340,23634,1.0
24341,13916,0.0
24342,1085,0.0
24343,26212,1.0
24344,55180,3.0
24345,60896,3.0
24346,54595,0.0
24347,41283,1.0
24348,20277,3.0
24349,54567,0.0
24350,53442,0.0
24351,55843,0.0
24352,57489,5.0
24353,548,5.0
24354,25470,0.0
24355,34929,1.0
24356,24026,0.0
24357,5083,3.0
24358,16393,3.0
24359,62449,3.0
24360,52098,1.0
24361,49036,0.0
24362,53092,5.0
24363,62196,4.0
24364,55514,1.0
24365,1157,5.0
24366,47392,1.0
24367,62066,0.0
24368,20439,0.0
24369,53735,0.0
24370,62807,0.0
24371,41048,1.0
24372,16303,5.0
24373,22230,1.0
24374,25530,1.0
24375,804,0.0
24376,36066,0.0
24377,30628,0.0
24378,1669,1.0
24379,34580,1.0
24380,18856,1.0
24381,10797,3.0
24382,10696,3.0
24383,4365,0.0
24384,37621,4.0
24385,52119,0.0
24386,13002,5.0
24387,437,0.0
24388,44632,0.0
24389,47570,0.0
24390,62099,0.0
24391,39715,0.0
24392,42009,0.0
24393,32162,4.0
24394,62581,0.0
24395,6462,0.0
24396,47137,0.0
24397,49387,0.0
24398,38862,1.0
24399,20898,0.0
24400,31052,5.0
24401,18045,0.0
24402,40144,0.0
24403,5517,5.0
24404,30461,0.0
24405,61612,0.0
24406,9568,0.0
24407,36453,1.0
24408,31607,0.0
24409,6515,0.0
24410,56762,0.0
24411,45218,1.0
24412,21717,1.0
24413,2120,5.0
24414,2533,0.0
24415,46153,0.0
24416,4309,3.0
24417,734,0.0
24418,38694,0.0
24419,7994,1.0
24420,28412,1.0
24421,44882,0.0
24422,19410,0.0
24423,1760,1.0
24424,9482,0.0
24425,21990,5.0
24426,39228,1.0
24427,56995,0.0
24428,1800,0.0
24429,51286,0.0
24430,59282,1.0
24431,49967,0.0
24432,19392,0.0
24433,2571,0.0
24434,43096,0.0
24435,27052,3.0
24436,45955,1.0
24437,40950,0.0
24438,37397,0.0
24439,11843,0.0
24440,29062,1.0
24441,30893,1.0
24442,23839,0.0
24443,60440,3.0
24444,19208,1.0
24445,62337,0.0
24446,28452,1.0
24447,11905,0.0
24448,50164,0.0
24449,24074,1.0
24450,11204,0.0
24451,30629,0.0
24452,62404,0.0
24453,36162,0.0
24454,53979,5.0
24455,49467,4.0
24456,5199,0.0
24457,52465,1.0
24458,22932,1.0
24459,52444,0.0
24460,41458,3.0
24461,9993,1.0
24462,51600,0.0
24463,35570,1.0
24464,10434,0.0
24465,3366,0.0
24466,16757,3.0
24467,61277,3.0
24468,4917,0.0
24469,17868,0.0
24470,43214,0.0
24471,62234,1.0
24472,4733,0.0
24473,18697,3.0
24474,37143,5.0
24475,34615,0.0
24476,12636,0.0
24477,60073,5.0
24478,61252,1.0
24479,48956,1.0
24480,25121,3.0
24481,31352,0.0
24482,35019,1.0
24483,53992,1.0
24484,4284,3.0
24485,39259,0.0
24486,62143,1.0
24487,17043,0.0
24488,29993,1.0
24489,39381,1.0
24490,27045,0.0
24491,196,1.0
24492,58387,3.0
24493,1033,0.0
24494,60773,0.0
24495,27792,0.0
24496,9472,0.0
24497,31451,3.0
24498,23097,1.0
24499,53839,0.0
24500,42526,0.0
24501,3887,4.0
24502,51765,0.0
24503,5665,0.0
24504,14954,0.0
24505,27695,1.0
24506,5780,4.0
24507,14569,1.0
24508,42768,1.0
24509,12064,1.0
24510,39007,0.0
24511,22105,0.0
24512,5294,0.0
24513,28164,5.0
24514,53608,0.0
24515,38256,3.0
24516,991,1.0
24517,32440,0.0
24518,18754,0.0
24519,24089,0.0
24520,28493,0.0
24521,21651,3.0
24522,9068,0.0
24523,40359,1.0
24524,1090,1.0
24525,34575,1.0
24526,23118,1.0
24527,4786,0.0
24528,38988,2.0
24529,3053,0.0
24530,36755,0.0
24531,35727,0.0
24532,7157,0.0
24533,50162,1.0
24534,30404,0.0
24535,37712,0.0
24536,6050,0.0
24537,27882,0.0
24538,14136,3.0
24539,59467,0.0
24540,8422,1.0
24541,58955,3.0
24542,13739,0.0
24543,41570,1.0
24544,48183,1.0
24545,14846,0.0
24546,52497,0.0
24547,17884,0.0
24548,62266,0.0
24549,62725,0.0
24550,50344,1.0
24551,38783,4.0
24552,17939,0.0
24553,15694,0.0
24554,24943,0.0
24555,12759,0.0
24556,18710,1.0
24557,35331,0.0
24558,34377,3.0
24559,58391,4.0
24560,61148,4.0
24561,3292,0.0
24562,53013,0.0
24563,30195,0.0
24564,12291,0.0
24565,37210,3.0
24566,13165,1.0
24567,4622,3.0
24568,27302,0.0
24569,10265,1.0
24570,61223,0.0
24571,54536,0.0
24572,10746,0.0
24573,1055,3.0
24574,43289,1.0
24575,47126,0.0
24576,26862,0.0
24577,6451,0.0
24578,10539,3.0
24579,21377,0.0
24580,6340,3.0
24581,54431,0.0
24582,58408,3.0
24583,25628,1.0
24584,55789,0.0
24585,55947,1.0
24586,9703,0.0
24587,42221,0.0
24588,48926,1.0
24589,54519,5.0
24590,49567,1.0
24591,32574,0.0
24592,43140,3.0
24593,21818,0.0
24594,2846,0.0
24595,17256,1.0
24596,7681,1.0
24597,37334,1.0
24598,36580,0.0
24599,32590,0.0
24600,31408,1.0
24601,25172,0.0
24602,14829,0.0
24603,3219,0.0
24604,46603,1.0
24605,9892,1.0
24606,15502,1.0
24607,20536,0.0
24608,60898,1.0
24609,24757,0.0
24610,58501,0.0
24611,13051,0.0
24612,22512,4.0
24613,22640,1.0
24614,44275,0.0
24615,38749,0.0
24616,4656,1.0
24617,48753,0.0
24618,50166,3.0
24619,30799,1.0
24620,15700,0.0
24621,41539,1.0
24622,18113,1.0
24623,7762,0.0
24624,38708,4.0
24625,36557,0.0
24626,22041,5.0
24627,5394,0.0
24628,12196,0.0
24629,7363,0.0
24630,39023,4.0
24631,7207,0.0
24632,16884,1.0
24633,6954,0.0
24634,8702,1.0
24635,1072,1.0
24636,6640,0.0
24637,52281,0.0
24638,50175,0.0
24639,8073,1.0
24640,59501,4.0
24641,50312,0.0
24642,31710,5.0
24643,25291,0.0
24644,17684,1.0
24645,12215,0.0
24646,3422,0.0
24647,58392,0.0
24648,11910,4.0
24649,16906,0.0
24650,35738,0.0
24651,18286,1.0
