,MEMBER_NO,clusters
11973,57102,0.0
11974,60520,2.0
11975,4371,1.0
11976,28472,0.0
11977,18442,3.0
11978,24592,0.0
11979,29765,5.0
11980,43409,1.0
11981,778,0.0
11982,33403,2.0
11983,60345,5.0
11984,41055,0.0
11985,32963,0.0
11986,35102,0.0
11987,39797,1.0
11988,24218,1.0
11989,4604,1.0
11990,42177,0.0
11991,43271,2.0
11992,57312,2.0
11993,35757,0.0
11994,12936,2.0
11995,15069,2.0
11996,52138,0.0
11997,31392,1.0
11998,5333,1.0
11999,10916,0.0
12000,30723,2.0
12001,29632,2.0
12002,59928,0.0
12003,35368,1.0
12004,14876,0.0
12005,44584,0.0
12006,35280,1.0
12007,13730,1.0
12008,26876,1.0
12009,10517,0.0
12010,44225,4.0
12011,23275,2.0
12012,43149,0.0
12013,42665,1.0
12014,37812,5.0
12015,3279,2.0
12016,20181,1.0
12017,37004,0.0
12018,14159,2.0
12019,31841,3.0
12020,7629,0.0
12021,20913,2.0
12022,20465,0.0
12023,47959,0.0
12024,56566,2.0
12025,9994,2.0
12026,8948,0.0
12027,54658,0.0
12028,49065,2.0
12029,4561,2.0
12030,1783,1.0
12031,14801,0.0
12032,60227,0.0
12033,29252,0.0
12034,30072,0.0
12035,35213,3.0
12036,39513,1.0
12037,61003,3.0
12038,58227,3.0
12039,11574,5.0
12040,15231,5.0
12041,54637,2.0
12042,29167,0.0
12043,24553,2.0
12044,38658,1.0
12045,11016,0.0
12046,58326,2.0
12047,18002,1.0
12048,19827,2.0
12049,37756,1.0
12050,30280,0.0
12051,55126,0.0
12052,28483,2.0
12053,3182,1.0
12054,6243,5.0
12055,32979,1.0
12056,44399,0.0
12057,16996,0.0
12058,38673,0.0
12059,53743,1.0
12060,58698,0.0
12061,41790,1.0
12062,60806,0.0
12063,22673,2.0
12064,17,2.0
12065,42823,2.0
12066,6949,0.0
12067,42832,2.0
12068,35081,2.0
12069,53350,2.0
12070,21888,1.0
12071,7664,0.0
12072,7035,1.0
12073,17926,0.0
12074,52805,2.0
12075,6181,1.0
12076,17211,2.0
12077,51058,0.0
12078,2077,0.0
12079,4007,2.0
12080,47987,1.0
12081,18820,2.0
12082,22585,2.0
12083,52787,2.0
12084,42676,2.0
12085,59830,0.0
12086,57757,0.0
12087,1585,0.0
12088,57177,1.0
12089,13336,2.0
12090,49144,0.0
12091,3509,1.0
12092,1428,3.0
12093,25053,0.0
12094,5553,0.0
12095,40183,3.0
12096,29474,0.0
12097,39695,0.0
12098,15021,4.0
12099,46903,2.0
12100,50796,2.0
12101,14003,0.0
12102,8611,1.0
12103,37703,1.0
12104,1095,1.0
12105,58242,1.0
12106,57382,0.0
12107,47769,0.0
12108,32790,1.0
12109,26765,0.0
12110,38310,1.0
12111,29233,2.0
12112,54623,1.0
12113,2394,5.0
12114,52379,2.0
12115,25813,1.0
12116,6151,0.0
12117,28000,1.0
12118,2686,2.0
12119,36581,1.0
12120,58145,0.0
12121,32474,1.0
12122,59207,0.0
12123,41682,0.0
12124,22302,0.0
12125,25287,2.0
12126,32523,0.0
12127,34479,5.0
12128,56034,2.0
12129,2624,1.0
12130,52815,0.0
12131,26430,5.0
12132,28010,0.0
12133,9513,1.0
12134,27541,1.0
12135,11529,0.0
12136,29620,1.0
12137,4286,2.0
12138,34068,1.0
12139,47967,0.0
12140,31560,1.0
12141,4463,1.0
12142,49882,1.0
12143,5629,1.0
12144,35513,2.0
12145,38665,0.0
12146,31833,0.0
12147,23653,1.0
12148,16930,1.0
12149,28698,2.0
12150,47267,0.0
12151,31292,1.0
12152,60238,0.0
12153,41196,2.0
12154,33230,2.0
12155,42117,0.0
12156,1000,2.0
12157,84,2.0
12158,43908,2.0
12159,50611,1.0
12160,3258,1.0
12161,22621,1.0
12162,4691,2.0
12163,55426,0.0
12164,7025,5.0
12165,49094,0.0
12166,62493,0.0
12167,35973,1.0
12168,13693,0.0
12169,1112,1.0
12170,29831,0.0
12171,43808,2.0
12172,26325,1.0
12173,5441,1.0
12174,14653,3.0
12175,59593,0.0
12176,16176,1.0
12177,35872,2.0
12178,14462,0.0
12179,11291,5.0
12180,16580,0.0
12181,18015,2.0
12182,44113,0.0
12183,16126,0.0
12184,46435,1.0
12185,35157,3.0
12186,1303,3.0
12187,41814,1.0
12188,42916,2.0
12189,60983,0.0
12190,3328,1.0
12191,38602,1.0
12192,29133,2.0
12193,30008,2.0
12194,61661,2.0
12195,12020,1.0
12196,23391,2.0
12197,43104,0.0
12198,4390,1.0
12199,57324,2.0
12200,20748,0.0
12201,40202,0.0
12202,52797,1.0
12203,41551,3.0
12204,11282,0.0
12205,20073,1.0
12206,56483,1.0
12207,26611,2.0
12208,39336,0.0
12209,38857,0.0
12210,4710,2.0
12211,44920,2.0
12212,36612,2.0
12213,36438,1.0
12214,38287,0.0
12215,932,1.0
12216,52151,2.0
12217,45424,0.0
12218,26918,0.0
12219,11318,1.0
12220,56467,0.0
12221,48934,1.0
12222,40562,2.0
12223,7288,0.0
12224,62686,0.0
12225,41640,1.0
12226,5615,2.0
12227,38025,2.0
12228,4190,2.0
12229,5934,0.0
12230,30444,4.0
12231,23937,0.0
12232,9333,0.0
12233,20429,0.0
12234,11956,1.0
12235,10573,5.0
12236,59754,0.0
12237,23368,3.0
12238,52655,0.0
12239,32583,1.0
12240,14588,0.0
12241,40007,2.0
12242,17438,1.0
12243,59615,0.0
12244,53742,0.0
12245,13598,0.0
12246,51240,1.0
12247,4580,1.0
12248,2261,0.0
12249,46754,0.0
12250,36693,0.0
12251,19256,2.0
12252,50839,2.0
12253,22224,1.0
12254,47178,2.0
12255,6615,0.0
12256,53428,1.0
12257,12412,5.0
12258,55290,5.0
12259,55921,0.0
12260,62535,1.0
12261,25727,1.0
12262,35411,0.0
12263,13634,0.0
12264,18094,1.0
12265,49195,2.0
12266,6056,1.0
12267,8510,2.0
12268,14241,0.0
12269,15233,0.0
12270,53270,1.0
12271,28253,0.0
12272,40256,0.0
12273,33551,0.0
12274,44657,1.0
12275,53636,0.0
12276,10966,5.0
12277,30175,1.0
12278,2049,5.0
12279,23460,0.0
12280,20816,1.0
12281,34492,0.0
12282,42016,2.0
12283,21770,2.0
12284,18950,1.0
12285,1753,2.0
12286,21537,0.0
12287,57673,0.0
12288,49868,2.0
12289,33277,1.0
12290,54957,5.0
12291,45503,0.0
12292,48277,1.0
12293,1054,2.0
12294,21615,1.0
12295,58220,1.0
12296,26632,0.0
12297,43611,0.0
12298,56251,3.0
12299,59329,1.0
12300,23251,1.0
12301,4135,2.0
12302,39273,0.0
12303,34588,2.0
12304,17544,1.0
12305,48727,0.0
12306,43746,0.0
12307,19138,0.0
12308,44017,0.0
12309,16662,0.0
12310,56990,1.0
12311,20877,0.0
12312,60838,0.0
12313,16390,0.0
12314,35697,1.0
12315,56218,0.0
12316,38664,0.0
12317,47499,1.0
12318,59051,2.0
12319,2470,1.0
12320,46068,0.0
12321,31793,2.0
12322,39874,1.0
12323,12142,0.0
12324,20600,4.0
12325,52233,2.0
12326,6234,1.0
12327,19300,0.0
12328,2586,2.0
12329,24036,0.0
12330,35241,0.0
12331,62409,0.0
12332,26583,2.0
12333,47738,0.0
12334,48972,0.0
12335,19342,0.0
12336,22836,1.0
12337,11079,0.0
12338,10769,1.0
12339,56774,2.0
12340,7483,1.0
12341,27445,0.0
12342,30395,1.0
12343,28277,0.0
12344,59021,1.0
12345,37049,0.0
12346,23054,0.0
12347,57471,0.0
12348,7606,1.0
12349,23307,1.0
12350,6504,1.0
12351,9546,1.0
12352,13185,0.0
12353,47180,0.0
12354,30206,1.0
12355,22716,2.0
12356,47079,1.0
12357,47159,0.0
12358,25034,4.0
12359,19830,0.0
12360,56150,2.0
12361,31012,0.0
12362,8656,1.0
12363,59717,2.0
12364,2363,1.0
12365,62209,0.0
12366,661,1.0
12367,17593,2.0
12368,39536,0.0
12369,16577,0.0
12370,28513,2.0
12371,43929,0.0
12372,37805,2.0
12373,39605,0.0
12374,13537,0.0
12375,11263,0.0
12376,48944,0.0
12377,32084,1.0
12378,14409,1.0
12379,53472,1.0
12380,12805,1.0
12381,1372,2.0
12382,48793,0.0
12383,60949,1.0
12384,7976,1.0
12385,55722,2.0
12386,39952,1.0
12387,8386,0.0
12388,7087,2.0
12389,44224,2.0
12390,19086,0.0
12391,15787,2.0
12392,55265,1.0
12393,18362,1.0
12394,25533,2.0
12395,31429,0.0
12396,14507,0.0
12397,13113,0.0
12398,3358,1.0
12399,61983,1.0
12400,42596,1.0
12401,59910,0.0
12402,1113,0.0
12403,8171,1.0
12404,13088,1.0
12405,57011,1.0
12406,4661,1.0
12407,50018,1.0
12408,39573,1.0
12409,11861,2.0
12410,11853,0.0
12411,62787,1.0
12412,46926,2.0
12413,60811,2.0
12414,7732,0.0
12415,29130,1.0
12416,22171,0.0
12417,10216,1.0
12418,47428,0.0
12419,14458,0.0
12420,32598,0.0
12421,34139,0.0
12422,3388,0.0
12423,4448,0.0
12424,54013,0.0
12425,37653,2.0
12426,53322,0.0
12427,38743,2.0
12428,44643,0.0
12429,52765,4.0
12430,19760,1.0
12431,13602,0.0
12432,5452,1.0
12433,22337,4.0
12434,45275,3.0
12435,30258,0.0
12436,45604,0.0
12437,16855,2.0
12438,7728,0.0
12439,523,0.0
12440,40593,1.0
12441,33663,0.0
12442,44728,1.0
12443,59797,0.0
12444,23084,0.0
12445,41630,0.0
12446,27436,2.0
12447,60913,0.0
12448,12727,0.0
12449,28875,2.0
12450,57795,2.0
12451,36498,1.0
12452,6838,2.0
12453,58047,0.0
12454,11493,0.0
12455,26967,1.0
12456,59094,1.0
12457,20183,2.0
12458,30734,1.0
12459,56913,0.0
12460,28694,0.0
12461,192,0.0
12462,15276,5.0
12463,31909,1.0
12464,62445,1.0
12465,55946,0.0
12466,34496,1.0
12467,21507,0.0
12468,22990,2.0
12469,40541,1.0
12470,1200,2.0
12471,53406,0.0
12472,53262,2.0
12473,61693,1.0
12474,1437,1.0
12475,42230,1.0
12476,30962,4.0
12477,5200,1.0
12478,4283,1.0
12479,25654,1.0
12480,62087,0.0
12481,918,0.0
12482,44873,4.0
12483,51839,2.0
12484,44296,2.0
12485,22879,2.0
12486,34916,1.0
12487,28219,0.0
12488,48476,1.0
12489,20794,2.0
12490,58536,3.0
12491,1318,1.0
12492,180,0.0
12493,23138,1.0
12494,16988,0.0
12495,10969,1.0
12496,1854,2.0
12497,15405,0.0
12498,60071,0.0
12499,57600,0.0
12500,26277,0.0
12501,16151,1.0
12502,51874,0.0
12503,22442,0.0
12504,36032,0.0
12505,46222,0.0
12506,61989,0.0
12507,53398,0.0
12508,42151,2.0
12509,23310,1.0
12510,17367,4.0
12511,9723,2.0
12512,10374,1.0
12513,57806,5.0
12514,6334,0.0
12515,47923,0.0
12516,28899,2.0
12517,30345,0.0
12518,36559,0.0
12519,36078,0.0
12520,55824,1.0
12521,51041,1.0
12522,5996,2.0
12523,5426,2.0
12524,21849,0.0
12525,45654,1.0
12526,35186,0.0
12527,15488,0.0
12528,44564,0.0
12529,29852,2.0
12530,51848,1.0
12531,22564,0.0
12532,13943,1.0
12533,42939,0.0
12534,55761,0.0
12535,27587,1.0
12536,37081,2.0
12537,21183,0.0
12538,28008,0.0
12539,57674,1.0
12540,53405,0.0
12541,2688,2.0
12542,22686,1.0
12543,56744,0.0
12544,59029,0.0
12545,34011,4.0
12546,9193,0.0
12547,14151,0.0
12548,24880,0.0
12549,56579,0.0
12550,9888,0.0
12551,29791,0.0
12552,1951,1.0
12553,37028,5.0
12554,38127,2.0
12555,24034,2.0
12556,16091,0.0
12557,16461,2.0
12558,12147,1.0
12559,51816,2.0
12560,5141,2.0
12561,46542,0.0
12562,4982,0.0
12563,18498,1.0
12564,13646,5.0
12565,57909,2.0
12566,33925,3.0
12567,1181,1.0
12568,30995,2.0
12569,12540,2.0
12570,35716,5.0
12571,5197,1.0
12572,61953,1.0
12573,14372,0.0
12574,12631,2.0
12575,8849,0.0
12576,62763,0.0
12577,9925,1.0
12578,58891,2.0
12579,20578,0.0
12580,36853,4.0
12581,24072,3.0
12582,26926,2.0
12583,21508,0.0
12584,12701,0.0
12585,32524,0.0
12586,23872,4.0
12587,21214,0.0
12588,38112,2.0
12589,27637,2.0
12590,22637,1.0
12591,39316,2.0
12592,45922,0.0
12593,51620,1.0
12594,34439,3.0
12595,52085,2.0
12596,39851,1.0
12597,55167,1.0
12598,57013,3.0
12599,11185,1.0
12600,56009,0.0
12601,48014,0.0
12602,60296,0.0
12603,58672,3.0
12604,26359,1.0
12605,33108,1.0
12606,59867,5.0
12607,61675,1.0
12608,38019,2.0
12609,10104,2.0
12610,48917,5.0
12611,5406,0.0
12612,11479,0.0
12613,50264,3.0
12614,19746,0.0
12615,52263,0.0
12616,46573,5.0
12617,18927,0.0
12618,48376,1.0
12619,3950,0.0
12620,9704,1.0
12621,59346,5.0
12622,32581,1.0
12623,42831,1.0
12624,38224,2.0
12625,35611,2.0
12626,21248,0.0
12627,60631,1.0
12628,58184,0.0
12629,46147,4.0
12630,5277,0.0
12631,4006,1.0
12632,177,0.0
12633,58090,0.0
12634,16189,1.0
12635,41295,1.0
12636,41623,0.0
12637,55283,1.0
12638,20154,1.0
12639,2493,1.0
12640,11005,1.0
12641,6843,1.0
12642,34259,1.0
12643,27250,1.0
12644,6397,1.0
12645,24446,1.0
12646,51721,0.0
12647,41137,2.0
12648,3535,5.0
12649,4769,0.0
12650,4782,1.0
12651,5975,2.0
12652,9212,1.0
12653,19759,0.0
12654,22769,2.0
12655,32576,1.0
12656,32917,1.0
12657,40343,2.0
12658,48311,0.0
12659,51461,0.0
12660,52006,1.0
12661,3334,1.0
12662,19063,1.0
12663,40178,1.0
12664,41833,2.0
12665,56529,0.0
12666,16686,1.0
12667,24613,2.0
12668,45883,1.0
12669,49862,1.0
12670,52428,2.0
12671,8462,1.0
12672,31635,1.0
12673,10036,0.0
12674,16976,0.0
12675,60534,1.0
12676,53486,1.0
12677,8541,0.0
12678,33765,0.0
12679,24406,0.0
12680,31134,0.0
12681,45879,0.0
12682,46529,4.0
12683,16345,0.0
12684,43792,1.0
12685,25783,1.0
12686,25832,2.0
12687,48505,0.0
12688,6438,1.0
12689,36026,0.0
12690,8791,1.0
12691,10089,2.0
12692,54639,1.0
12693,24793,2.0
12694,49792,0.0
12695,57120,4.0
12696,35433,1.0
12697,4376,0.0
12698,14208,5.0
12699,17615,2.0
12700,41355,0.0
12701,28401,0.0
12702,28895,1.0
12703,11951,1.0
12704,59492,0.0
12705,29887,1.0
12706,28165,1.0
12707,60834,0.0
12708,46840,0.0
12709,4196,4.0
12710,31741,0.0
12711,54299,0.0
12712,9571,2.0
12713,7038,2.0
12714,31477,0.0
12715,10710,1.0
12716,3623,0.0
12717,55403,1.0
12718,16626,0.0
12719,18638,1.0
12720,34654,2.0
12721,21639,0.0
12722,55916,0.0
12723,36449,1.0
12724,29708,1.0
12725,56390,1.0
12726,61826,0.0
12727,41231,0.0
12728,58147,2.0
12729,30299,0.0
12730,32209,1.0
12731,31060,0.0
12732,46029,2.0
12733,47971,1.0
12734,30252,1.0
12735,61753,5.0
12736,12633,0.0
12737,16565,0.0
12738,40926,1.0
12739,11531,0.0
12740,16319,0.0
12741,14130,1.0
12742,42263,0.0
12743,21042,2.0
12744,30992,0.0
12745,29520,0.0
12746,18731,1.0
12747,5606,1.0
12748,62453,1.0
12749,2038,0.0
12750,43742,2.0
12751,47263,4.0
12752,22798,1.0
12753,49487,2.0
12754,7641,1.0
12755,10910,2.0
12756,36954,0.0
12757,12367,2.0
12758,9314,1.0
12759,53741,0.0
12760,13405,0.0
12761,17520,2.0
12762,41286,1.0
12763,59477,0.0
12764,24665,1.0
12765,38303,0.0
12766,53385,2.0
12767,8675,1.0
12768,26728,0.0
12769,32199,0.0
12770,26798,0.0
12771,53032,0.0
12772,39093,1.0
12773,8599,5.0
12774,17807,0.0
12775,20720,1.0
12776,5661,1.0
12777,13411,0.0
12778,43101,1.0
12779,23060,0.0
12780,29087,0.0
12781,61702,0.0
12782,21505,2.0
12783,5051,0.0
12784,3986,0.0
12785,22860,1.0
12786,9761,0.0
12787,42891,5.0
12788,37663,0.0
12789,20768,2.0
12790,62568,2.0
12791,39824,0.0
12792,14651,1.0
12793,47679,0.0
12794,28592,2.0
12795,56616,0.0
12796,56079,0.0
12797,39779,0.0
12798,39709,0.0
12799,10297,1.0
12800,54603,5.0
12801,23608,0.0
12802,47404,0.0
12803,22396,1.0
12804,37679,1.0
12805,29413,0.0
12806,4641,1.0
12807,5954,0.0
12808,25064,1.0
12809,55972,5.0
12810,46413,1.0
12811,4213,0.0
12812,57736,3.0
12813,34216,0.0
12814,61659,2.0
12815,29896,0.0
12816,59602,1.0
12817,28518,0.0
12818,10378,2.0
12819,57781,5.0
12820,817,1.0
12821,57818,0.0
12822,47442,1.0
12823,1833,0.0
12824,50216,0.0
12825,17413,2.0
12826,58710,0.0
12827,26249,0.0
12828,20163,0.0
12829,54408,0.0
12830,28,2.0
12831,6162,0.0
12832,35333,0.0
12833,10154,0.0
12834,10180,0.0
12835,57709,2.0
12836,20198,2.0
12837,29417,0.0
12838,50101,1.0
12839,39419,1.0
12840,30739,0.0
12841,38166,2.0
12842,62910,0.0
12843,54951,1.0
12844,20614,1.0
12845,2041,1.0
12846,21676,3.0
12847,49351,0.0
12848,62626,1.0
12849,14965,0.0
12850,11207,2.0
12851,34674,1.0
12852,1712,1.0
12853,62554,2.0
12854,22417,2.0
12855,23532,2.0
12856,20010,0.0
12857,22511,0.0
12858,26879,1.0
12859,2160,1.0
12860,32136,0.0
12861,51645,2.0
12862,38454,0.0
12863,2283,0.0
12864,58324,1.0
12865,8050,0.0
12866,33416,1.0
12867,17410,0.0
12868,50221,0.0
12869,4699,2.0
12870,1991,0.0
12871,20077,0.0
12872,7105,0.0
12873,28812,0.0
12874,31881,1.0
12875,59589,0.0
12876,31887,1.0
12877,24336,1.0
12878,18408,1.0
12879,51378,0.0
12880,26944,1.0
12881,7013,1.0
12882,48522,0.0
12883,53894,2.0
12884,30222,1.0
12885,10326,1.0
12886,34087,0.0
12887,4630,1.0
12888,17504,1.0
12889,48887,1.0
12890,56078,0.0
12891,42032,0.0
12892,8381,2.0
12893,14417,0.0
12894,31875,0.0
12895,8420,0.0
12896,34720,0.0
12897,47701,3.0
12898,2406,1.0
12899,3262,5.0
12900,55678,5.0
12901,652,0.0
12902,61928,0.0
12903,31785,2.0
12904,58537,2.0
12905,36048,1.0
12906,34597,1.0
12907,43717,0.0
12908,54965,1.0
12909,53522,1.0
12910,31412,0.0
12911,3195,1.0
12912,50190,4.0
12913,35631,1.0
12914,20642,0.0
12915,31501,2.0
12916,54216,0.0
12917,3635,1.0
12918,27783,1.0
12919,56710,0.0
12920,24109,0.0
12921,13023,1.0
12922,59499,1.0
12923,24100,1.0
12924,35088,0.0
12925,54269,0.0
12926,18122,0.0
12927,24078,1.0
12928,42826,0.0
12929,1432,0.0
12930,36236,0.0
12931,49931,3.0
12932,38272,0.0
12933,38150,0.0
12934,47643,0.0
12935,52632,3.0
12936,27404,2.0
12937,11418,0.0
12938,23151,0.0
12939,50457,1.0
12940,17905,4.0
12941,59806,2.0
12942,3168,0.0
12943,42603,2.0
12944,23418,2.0
12945,42279,1.0
12946,53059,0.0
12947,29228,0.0
12948,6321,1.0
12949,18692,0.0
12950,52214,0.0
12951,62599,0.0
12952,48987,0.0
12953,60116,3.0
12954,16848,3.0
12955,14839,2.0
12956,20332,0.0
12957,8847,0.0
12958,13676,2.0
12959,48458,0.0
12960,2538,0.0
12961,34019,0.0
12962,37837,0.0
12963,42109,4.0
12964,37984,3.0
12965,31367,1.0
12966,5237,2.0
12967,5947,0.0
12968,6753,0.0
12969,53233,4.0
12970,52357,1.0
12971,5574,3.0
12972,50115,1.0
12973,2978,1.0
12974,700,1.0
12975,42158,0.0
12976,59073,0.0
12977,15291,1.0
12978,16810,4.0
12979,57409,1.0
12980,19130,1.0
12981,29127,0.0
12982,58691,1.0
12983,52346,0.0
12984,34836,0.0
12985,57271,1.0
12986,20599,0.0
12987,44160,1.0
12988,52898,1.0
12989,11091,0.0
12990,59314,0.0
12991,57659,1.0
12992,56215,0.0
12993,62155,0.0
12994,21085,1.0
12995,24357,0.0
12996,29099,1.0
12997,32135,0.0
12998,18839,1.0
12999,17461,0.0
13000,40372,2.0
13001,11696,5.0
13002,46748,1.0
13003,4928,0.0
13004,6320,1.0
13005,58201,0.0
13006,13390,1.0
13007,33361,1.0
13008,24179,1.0
13009,59080,0.0
13010,13448,0.0
13011,12160,0.0
13012,14361,0.0
13013,41214,4.0
13014,31654,0.0
13015,2732,1.0
13016,54926,0.0
13017,35601,1.0
13018,41089,1.0
13019,25307,1.0
13020,19723,2.0
13021,12886,1.0
13022,25653,0.0
13023,32710,0.0
13024,21373,0.0
13025,1169,2.0
13026,8901,0.0
13027,15466,1.0
13028,21698,3.0
13029,58256,3.0
13030,37014,2.0
13031,28298,3.0
13032,16929,0.0
13033,39282,0.0
13034,32380,0.0
13035,26956,1.0
13036,58454,0.0
13037,58348,2.0
13038,62184,2.0
13039,34036,0.0
13040,9881,2.0
13041,55081,0.0
13042,19623,3.0
13043,3455,1.0
13044,29768,3.0
13045,28622,1.0
13046,49479,0.0
13047,20901,0.0
13048,3042,0.0
13049,16509,2.0
13050,41066,1.0
13051,2034,0.0
13052,38993,0.0
13053,10786,2.0
13054,13807,0.0
13055,43401,0.0
13056,30899,2.0
13057,25149,0.0
13058,13148,1.0
13059,42129,0.0
13060,44891,0.0
13061,6757,1.0
13062,20162,1.0
13063,29229,0.0
13064,5924,0.0
13065,12477,0.0
13066,50203,0.0
13067,5283,0.0
13068,11400,0.0
13069,7838,1.0
13070,10278,0.0
13071,59381,0.0
13072,32637,1.0
13073,40842,2.0
13074,10402,0.0
13075,62460,0.0
13076,57801,2.0
13077,56457,1.0
13078,35873,1.0
13079,46221,4.0
13080,16217,1.0
13081,56563,0.0
13082,29264,0.0
13083,12216,1.0
13084,26014,1.0
13085,14132,0.0
13086,53082,0.0
13087,31774,2.0
13088,3154,3.0
13089,6138,1.0
13090,21468,4.0
13091,32708,3.0
13092,53935,0.0
13093,1262,0.0
13094,39132,0.0
13095,50317,1.0
13096,48680,1.0
13097,38636,3.0
13098,4523,0.0
13099,41973,0.0
13100,61198,0.0
13101,4696,0.0
13102,6295,2.0
13103,44695,0.0
13104,22522,0.0
13105,34201,3.0
13106,51543,3.0
13107,20714,0.0
13108,17984,0.0
13109,38981,0.0
13110,16936,4.0
13111,48406,2.0
13112,46649,2.0
13113,61269,1.0
13114,52408,0.0
13115,5614,3.0
13116,53856,2.0
13117,39898,1.0
13118,35890,0.0
13119,9786,1.0
13120,40930,0.0
13121,10205,2.0
13122,28045,1.0
13123,35882,3.0
13124,10844,1.0
13125,47069,2.0
13126,58125,2.0
13127,43217,3.0
13128,51821,0.0
13129,30338,2.0
13130,61165,1.0
13131,17019,0.0
13132,51751,1.0
13133,26080,1.0
13134,32724,0.0
13135,5547,1.0
13136,28066,1.0
13137,58437,1.0
13138,12009,0.0
13139,28846,2.0
13140,62574,0.0
13141,47744,1.0
13142,44207,1.0
13143,7777,2.0
13144,29146,0.0
13145,26699,3.0
13146,26413,0.0
13147,12643,1.0
13148,48708,0.0
13149,43539,2.0
13150,38269,0.0
13151,56158,0.0
13152,21288,1.0
13153,39000,3.0
13154,6110,5.0
13155,41430,0.0
13156,12356,1.0
13157,22289,2.0
13158,41823,0.0
13159,15230,0.0
13160,42745,2.0
13161,55729,0.0
13162,24767,2.0
13163,34811,0.0
13164,6332,5.0
13165,49372,1.0
13166,19361,0.0
13167,36445,1.0
13168,39067,0.0
13169,2487,1.0
13170,22035,0.0
13171,21314,1.0
13172,14142,0.0
13173,26630,0.0
13174,45215,5.0
13175,43612,1.0
13176,17943,0.0
13177,40795,0.0
13178,38211,0.0
13179,33461,2.0
13180,57799,5.0
13181,35983,0.0
13182,8478,2.0
13183,7826,0.0
13184,56915,0.0
13185,39561,2.0
13186,17526,0.0
13187,7080,1.0
13188,40892,1.0
13189,17886,4.0
13190,38186,1.0
13191,47262,1.0
13192,34880,1.0
13193,27968,0.0
13194,29043,0.0
13195,23998,0.0
13196,52616,4.0
13197,60758,3.0
13198,1141,3.0
13199,21275,0.0
13200,11122,1.0
13201,49977,0.0
13202,21244,0.0
13203,40824,1.0
13204,16510,1.0
13205,60501,2.0
13206,30565,1.0
13207,49578,0.0
13208,19992,2.0
13209,3130,0.0
13210,60541,2.0
13211,19507,1.0
13212,19061,0.0
13213,37826,1.0
13214,14392,2.0
13215,21106,0.0
13216,16277,4.0
13217,47533,0.0
13218,60194,0.0
13219,59084,0.0
13220,18007,0.0
13221,33445,1.0
13222,14367,1.0
13223,1356,1.0
13224,54953,1.0
13225,24833,1.0
13226,41554,5.0
13227,28661,1.0
13228,18370,0.0
13229,24570,2.0
13230,29331,0.0
13231,61575,0.0
13232,32635,1.0
13233,52009,0.0
13234,1059,0.0
13235,13774,3.0
13236,61328,3.0
13237,25098,2.0
13238,2369,0.0
13239,23423,1.0
13240,2456,1.0
13241,8555,2.0
13242,15931,0.0
13243,39004,0.0
13244,21631,1.0
13245,47516,2.0
13246,6739,0.0
13247,38367,0.0
13248,29117,1.0
13249,44710,4.0
13250,32796,2.0
13251,39580,2.0
13252,21489,1.0
13253,31870,1.0
13254,19411,0.0
13255,4606,0.0
13256,52858,0.0
13257,26450,0.0
13258,60149,0.0
13259,10715,0.0
13260,3025,1.0
13261,21739,0.0
13262,32206,0.0
13263,7196,0.0
13264,48418,2.0
13265,21527,1.0
13266,54278,1.0
13267,62916,4.0
13268,43474,1.0
13269,22309,2.0
13270,20998,1.0
13271,47244,0.0
13272,55209,1.0
13273,56888,1.0
13274,36407,0.0
13275,43613,0.0
13276,3232,0.0
13277,17048,0.0
13278,37128,0.0
13279,3199,0.0
13280,667,0.0
13281,3556,1.0
13282,29016,1.0
13283,55584,1.0
13284,32494,5.0
13285,36983,4.0
13286,7396,2.0
13287,1607,5.0
13288,10765,1.0
13289,24973,0.0
13290,22144,0.0
13291,31293,0.0
13292,1832,0.0
13293,55918,0.0
13294,58478,0.0
13295,60757,1.0
13296,45663,1.0
13297,48821,1.0
13298,39438,1.0
13299,11962,5.0
13300,54291,0.0
13301,36936,0.0
13302,39757,0.0
13303,59891,0.0
13304,10044,1.0
13305,19903,1.0
13306,5836,0.0
13307,34719,2.0
13308,42297,2.0
13309,33602,5.0
13310,46255,1.0
13311,49789,2.0
13312,49266,3.0
13313,59484,0.0
13314,36753,5.0
13315,2746,2.0
13316,9772,1.0
13317,38769,0.0
13318,52752,0.0
13319,2064,1.0
13320,2062,0.0
13321,56479,2.0
13322,24700,3.0
13323,35500,0.0
13324,12974,1.0
13325,24542,3.0
13326,7611,3.0
13327,11913,1.0
13328,670,4.0
13329,50002,5.0
13330,53169,1.0
13331,45632,0.0
13332,61089,1.0
13333,40230,0.0
13334,53060,0.0
13335,13874,1.0
13336,25575,4.0
13337,23314,1.0
13338,10691,3.0
13339,5504,2.0
13340,5670,0.0
13341,39474,0.0
13342,62513,1.0
13343,688,1.0
13344,12928,1.0
13345,41872,0.0
13346,18685,1.0
13347,26552,4.0
13348,27970,0.0
13349,31255,1.0
13350,40841,3.0
13351,38540,1.0
13352,34175,0.0
13353,31885,1.0
13354,25839,0.0
13355,58630,2.0
13356,40630,2.0
13357,14190,1.0
13358,56304,1.0
13359,56081,2.0
13360,43639,1.0
13361,23993,1.0
13362,3777,1.0
13363,49538,2.0
13364,55153,1.0
13365,19074,1.0
13366,789,1.0
13367,40018,0.0
13368,1532,1.0
13369,48801,0.0
13370,12635,2.0
13371,2734,1.0
13372,4567,0.0
